gx,gy,gz,ax,ay,az,qw,qx,qy,qz
0.0,0.0,0.0,-2.4648017710896113,0.011890336088401876,9.49952414221294,0.9919545319062812,0.0006208031040579191,0.1265931078582435,-7.922681109154057e-05
0.11934197034090453,0.03669582973782769,0.03205753705963669,-2.459985800267931,0.01369803513406169,9.483141346846926,0.9919737174365569,0.003741416437309104,0.12638843556963722,0.0003302611092206761
0.12268318260114376,0.03555939768562384,0.028238756977824908,-2.4614480685894637,0.04212495312171893,9.50755393097926,0.9919410634178099,0.0030117600471546123,0.12666417895759788,0.00020439168356316888
0.0,0.0,0.0,-2.472246915880241,0.06891373635538056,9.47625949064144,0.99194106341781,0.0030117600471546127,0.1266641789575979,0.0002043916835631689
0.12160064847089162,0.037297657784420415,0.028523184522409428,-2.4809034700413415,0.09285025824416346,9.484427430114831,0.991761595708246,0.005992340735824978,0.1279559404053706,0.0005535753939920344
0.12307372267758103,0.03301118421919129,0.032875466230359744,-2.488997388323636,0.11709092332606606,9.50126818749827,0.9919537571250262,0.006772817665613886,0.12641763834273032,0.0006733366614630591
0.12056002012620821,0.031517433861177474,0.03268285145052072,-2.4894833412311734,0.1479919579109535,9.490254768398065,0.9916742745401108,0.008859736301861475,0.12846302176850338,0.0009435709360841103
0.12183860056600515,0.0345358530901039,0.02751200118725248,-2.4868286216786997,0.15316706649512296,9.479842606109516,0.9917489721921734,0.008345832295451739,0.12792033473097772,0.0008433275630617213
0.11672365305236487,0.03995032976373661,0.027536688365524035,-2.5063860831008986,0.18742623146917883,9.48766372326864,0.9915198581212715,0.011114226558386581,0.12947389865116318,0.0011638244071474984
0.11729790538714586,0.03538169354601612,0.026049335304058726,-2.5097409329916207,0.2134138636692207,9.471888809875278,0.9916689722325405,0.01107001893081669,0.1283309364619588,0.0011291319342992673
0.1178209679953354,0.036561474205838836,0.03019487455286645,-2.508717707620208,0.23747150189533348,9.482034678343938,0.9914485381121022,0.013928079273400853,0.12974438362093133,0.0014831729346437364
0.11896599494042664,0.03433309815117479,0.028322505108599457,-2.5227565006212647,0.2570956492616585,9.464012573072957,0.9913777788414814,0.013180939656313636,0.13036307090273447,0.001353585577639439
0.11956509872732506,0.03249708531564804,0.02798762269796393,-2.528587905628852,0.2755980589425681,9.457305935386422,0.9913265817250969,0.016362814092630646,0.13038724970379942,0.001741205009198995
0.11841378876265996,0.032292489775597524,0.031176241546144207,-2.5322455186412056,0.28271596865446963,9.463926220484565,0.9913046833275704,0.015596392448357388,0.13064869800843726,0.0016416650457650702
0.12111712366116381,0.03160227431481301,0.02663961392271245,-2.5429599772507254,0.31048779392522907,9.466591364958592,0.9910303781539284,0.018143695622687812,0.13238570873450733,0.001902631886425886
0.11919977467517807,0.03749965725997058,0.026912637486892682,-2.5490045261979235,0.3321632829333161,9.468962379208323,0.9911673472556592,0.017994406074647945,0.1313774172908776,0.0018615343613974029
0.11912501576343375,0.033087901822885284,0.0286900750623726,-2.5635703459069017,0.3857928668978753,9.459661331371823,0.9909800968898949,0.021080270186419676,0.13232191894534143,0.0022314890958224616
0.11845988127998214,0.034941303487778824,0.029755254003774063,-2.573846475648036,0.37559495720684744,9.469662376850753,0.9909572711736044,0.020313691792835254,0.13261437363348558,0.0021138920756543496
0.12099245062754618,0.0335298955168663,0.030572877285591698,-2.572375766722919,0.39430236513508865,9.464111419195747,0.9911038142211416,0.020231605458007507,0.13152731447282628,0.00211592165797105
0.12238989578028424,0.03473253107643966,0.033372899691208456,-2.5785365630929853,0.43695135518104616,9.462275244317903,0.9908663442566472,0.023199101948755463,0.13281354850730473,0.00250016422193649
0.12157171886527833,0.03045017850575702,0.030355894944732162,-2.5776785171424366,0.47682807448603104,9.432975336717302,0.9907161308451027,0.026407171400644233,0.1333258148159909,0.002904562889406249
0.12046956992812087,0.035347618129646825,0.02666460159289983,-2.5945906333911894,0.4727351828897221,9.470095878688321,0.9906970230849047,0.02565798042295108,0.13361698017467924,0.0027530165859681382
0.120071979260298,0.029862177202475308,0.029561325996403744,-2.574364638405001,0.5105802776096736,9.436762815282826,0.990857389059579,0.027434999623852156,0.13206006704498915,0.0030156315667260324
0.11842967888974487,0.03189988436781622,0.02565254669942376,-2.604998790995407,0.5117786231729007,9.43404855838238,0.9905947826005929,0.027560040127346756,0.1339918668344381,0.0029326600357742825
0.12034444138612518,0.0310690399479529,0.02871426696837193,-2.5891209288001815,0.5399687438583544,9.437905817563976,0.990781579664326,0.0283188826700501,0.13244085843950723,0.00305308008236845
0.12255298595201973,0.029607279579888575,0.02903074176970324,-2.6020736909141933,0.5480838357316332,9.436644773123026,0.9904748581527404,0.028997650663588635,0.1345709747137838,0.003056859153377697
0.11874334020147305,0.03048300748014914,0.032725820762893425,-2.6265010155571615,0.5840573507762314,9.427311518033589,0.9901566394278556,0.03145051198912797,0.13634312411638785,0.0033536843531612793
0.11855641491133719,0.028666415705636175,0.031959693635884114,-2.627571904822455,0.6115085655378611,9.432405520213072,0.9903439524207,0.03191465694372956,0.13486387729415786,0.003470616241660522
0.11769516169471105,0.02630403456761412,0.0266715495250422,-2.628995067063308,0.6351788837915148,9.418485516064692,0.99000395042793,0.03392707966722454,0.13684989624137403,0.003638310194550178
0.11569484356994796,0.02562725096341346,0.02736223037096839,-2.625530637200467,0.6515965744715182,9.419274284188216,0.990189554947971,0.034149787423168765,0.13544320100628557,0.0036846427319968743
